bedrooms,bathrooms,area_sqft,balconies,floor,location_rating,age_years,furnishing,parking_spaces,distance_to_city_center_km,rent_price
3,3.0,2539.0,1,4,2,17,1,0,9.623041378,
5,3.0,1050.0,2,7,5,19,0,1,17.22432977,67.11563075
3,3.0,2804.0,0,3,5,27,1,0,20.89563674,104.61807
1,3.0,2155.0,0,16,1,3,0,2,4.45250077,65.82135931
4,1.0,2034.0,2,9,4,6,0,0,24.63368178,79.22107831
3,1.0,2171.0,1,17,4,1,1,1,22.26043859,83.75775643
5,3.0,1118.0,1,8,1,8,0,0,17.58198343,64.7766557
3,3.0,1567.0,1,18,2,22,0,1,14.03748702,63.42263175
2,3.0,598.0,2,13,3,3,1,1,22.47822822,45.58831861
3,3.0,1746.0,1,2,2,11,0,1,18.74396644,72.46463587
1,3.0,2222.0,1,1,1,22,0,0,15.03318924,61.11473614
4,2.0,1755.0,1,16,5,9,0,2,22.39813399,78.15371608
4,2.0,2664.0,0,16,1,10,1,2,6.054868213,80.48240711
1,2.0,2124.0,1,11,4,0,1,2,6.864988375,81.02037906
2,2.0,1202.0,2,4,5,12,1,0,23.32269614,60.81681245
1,3.0,1100.0,2,11,2,6,0,0,2.610315479,35.62868898
3,2.0,902.0,1,6,5,28,0,0,2.107811977,62.86918416
1,2.0,868.0,2,11,4,5,1,0,20.00661154,48.14864579
1,1.0,2409.0,2,1,1,8,1,1,10.93592194,65.94838966
2,2.0,2374.0,1,9,2,23,0,1,22.99013778,79.8034224
3,,2129.0,0,7,3,17,0,2,8.216552972,72.35422923
5,3.0,2813.0,1,3,3,26,0,0,7.893563952,109.3379146
5,2.0,2336.0,2,9,1,2,0,2,23.97320556,76.36952331
4,2.0,1023.0,2,2,2,12,0,1,14.29042647,56.63931313
1,3.0,1366.0,1,10,2,2,1,0,15.72900914,57.8623175
4,2.0,1062.0,2,17,5,12,1,2,22.55385677,73.89429463
2,3.0,1150.0,0,1,1,29,0,0,10.1396724,43.06876302
5,2.0,2272.0,1,18,5,27,0,2,6.948673324,85.47174692
1,1.0,1818.0,2,6,1,5,0,0,14.70573147,59.79766704
2,1.0,1498.0,0,6,4,17,1,2,10.84052186,67.03740726
2,2.0,782.0,2,9,1,26,1,0,4.926166449,41.53017582
1,1.0,1793.0,0,10,5,1,0,2,3.846425301,62.50778302
2,3.0,2756.0,2,15,2,19,0,1,18.41100972,80.06979566
1,2.0,2052.0,1,4,1,16,0,2,1.820895005,57.4886895
1,3.0,575.0,2,8,2,0,1,2,13.6610319,36.5278047
3,1.0,627.0,1,4,4,16,1,1,8.911564371,48.81255678
4,3.0,2794.0,0,3,3,4,1,1,4.621815412,96.7706077
2,1.0,2438.0,0,4,3,28,0,2,22.37600428,80.48005174
2,1.0,1765.0,2,1,5,8,0,0,18.77298743,63.63924124
3,1.0,2385.0,1,9,1,3,1,1,19.55437249,72.34298264
3,3.0,1662.0,1,11,4,13,1,0,11.46130812,73.47456675
3,1.0,2035.0,0,19,4,7,1,1,16.5603367,85.87054913
5,2.0,1420.0,0,7,2,22,1,2,3.173037114,73.43060261
5,1.0,2111.0,2,5,5,12,0,2,4.342634252,93.34709032
5,2.0,749.0,0,2,4,5,0,1,8.741653332,61.05801713
1,2.0,2902.0,0,19,1,13,0,2,11.98662514,77.18755447
2,2.0,840.0,1,3,4,8,0,0,3.251651363,47.96140672
4,2.0,2011.0,1,15,3,25,1,2,14.55937986,77.25905228
1,3.0,2962.0,1,7,5,16,0,2,6.755261626,97.7905586
2,2.0,1784.0,0,5,2,6,1,2,19.58939209,67.18273933
2,1.0,687.0,2,10,1,8,1,1,1.011260555,33.80377762
3,2.0,2455.0,2,9,3,14,0,1,21.78588336,81.05185153
3,1.0,2534.0,0,14,4,9,1,2,18.58189997,89.55634366
1,3.0,1397.0,2,13,5,13,1,1,14.10813854,63.93281945
3,2.0,2733.0,0,1,5,15,0,0,18.70080645,88.58359156
2,1.0,1822.0,2,16,1,28,0,0,9.749916256,48.19793304
3,3.0,473.0,0,8,2,29,0,0,4.902069382,41.16327405
5,3.0,1862.0,1,17,3,1,0,0,1.218672794,88.59692317
3,1.0,2605.0,2,6,2,28,1,2,14.16532529,80.08996132
2,2.0,829.0,1,2,1,3,0,1,8.006618696,34.76617138
1,3.0,1871.0,1,13,1,20,0,0,6.10454059,55.95191471
4,1.0,1245.0,2,8,3,14,0,2,21.80823343,56.13854924
3,,2130.0,0,9,5,10,1,0,18.40402704,87.93965753
2,3.0,435.0,1,13,5,20,0,1,24.76421318,45.08955311
4,1.0,1513.0,1,18,3,10,1,1,16.8775528,66.60239318
4,3.0,1420.0,0,18,2,28,1,1,22.48878841,73.18035205
5,3.0,1838.0,0,9,3,22,1,0,3.840066554,93.20764025
4,1.0,2397.0,2,2,5,25,1,0,18.34630748,96.28929556
2,3.0,1719.0,2,4,2,23,1,0,3.069386982,66.61247301
2,1.0,2935.0,0,18,4,12,0,2,3.26969132,87.66360761
3,2.0,1018.0,1,17,2,15,0,2,21.58805157,49.39227798
3,1.0,569.0,0,12,5,8,1,1,9.642046395,48.97296333
3,2.0,545.0,2,16,1,20,1,1,8.594380108,33.86077321
4,3.0,1267.0,1,13,2,1,1,0,5.410793551,70.86666369
4,1.0,819.0,1,11,2,1,0,1,12.63862051,45.70963743
5,1.0,2395.0,2,14,1,4,0,1,5.885982955,83.90267494
3,1.0,2113.0,1,10,5,4,1,2,13.90834145,91.36120203
1,1.0,972.0,0,19,4,4,1,1,16.8505137,42.4086228
5,2.0,2359.0,2,17,4,13,1,0,16.71786885,91.5562379
1,2.0,1426.0,1,9,3,5,0,2,9.75159069,44.93550205
4,3.0,1686.0,2,14,4,27,1,0,17.89690752,85.68632224
5,3.0,720.0,1,5,4,15,1,0,7.38601624,67.73853464
5,3.0,1999.0,0,3,2,15,1,2,20.38434818,89.70065102
2,3.0,2693.0,2,8,3,7,0,0,1.002762622,83.99286873
4,1.0,2012.0,1,18,4,26,1,1,24.1975627,86.79517109
4,2.0,876.0,0,3,2,4,1,1,11.40575693,57.66260894
5,2.0,2226.0,0,2,3,12,1,2,9.015900899,87.03223652
4,2.0,1182.0,0,11,2,2,1,1,15.98757699,59.60594981
5,2.0,932.0,1,5,1,8,0,0,22.09833196,59.1528398
2,3.0,1762.0,1,7,5,3,1,2,9.461711125,75.46588296
5,1.0,2347.0,0,14,5,27,1,2,2.681020941,100.0122387
4,2.0,2684.0,0,19,5,7,1,0,9.49200477,103.1231593
4,1.0,1564.0,0,2,4,15,0,0,1.122080063,71.58580704
5,1.0,2370.0,0,9,5,24,1,0,5.44101167,104.3930635
5,1.0,978.0,0,10,5,10,1,2,2.248181352,65.88941091
5,1.0,1773.0,1,19,3,22,1,2,10.3020478,85.11868625
3,2.0,1993.0,2,17,3,18,0,0,2.433980062,66.94115328
4,2.0,2147.0,2,7,3,9,0,2,24.61422601,84.22053674
4,2.0,2577.0,2,18,4,26,0,0,19.76598767,89.22965456
3,3.0,2433.0,1,6,5,21,0,1,11.06879999,79.89332461
5,2.0,2458.0,2,9,4,6,1,2,19.97012876,110.3727171
2,3.0,656.0,2,8,4,11,1,2,11.01668321,52.57850777
5,3.0,2816.0,2,9,4,22,1,2,16.52995657,115.0532229
5,3.0,1817.0,2,1,4,29,0,0,20.71638679,84.09304489
3,2.0,1842.0,0,2,4,7,0,2,17.42565973,76.16074497
4,2.0,1281.0,1,4,4,9,0,0,3.028260223,61.93881569
5,2.0,418.0,2,18,5,4,0,2,2.0436537,54.0245379
4,3.0,509.0,0,10,3,4,0,2,14.67771835,54.21550116
1,3.0,1860.0,2,1,2,12,1,2,5.714285733,65.6640328
4,1.0,2952.0,2,10,2,1,0,2,24.61823272,84.28706162
2,3.0,1457.0,2,9,2,11,1,1,1.391060688,65.31464992
2,3.0,1711.0,2,13,1,10,0,1,18.96462461,60.9844684
5,2.0,2267.0,2,15,3,1,0,1,2.018641238,86.56364007
4,1.0,1402.0,0,18,5,14,1,0,15.66094038,69.81750424
5,1.0,654.0,2,13,4,19,1,1,11.08104807,59.56553977
3,1.0,1037.0,0,5,2,6,1,0,16.18775699,55.87240354
2,2.0,2442.0,2,2,3,7,1,1,19.28700138,80.08586583
5,1.0,2581.0,1,7,5,2,0,0,1.796809988,87.48303828
3,1.0,2946.0,0,9,2,16,0,2,13.51025369,82.99216018
5,2.0,796.0,2,19,3,19,0,2,23.61615461,57.6935587
4,1.0,2021.0,0,14,5,5,0,1,6.226797844,80.36009293
4,3.0,1084.0,2,17,3,21,0,0,2.859240272,63.50314516
4,3.0,2256.0,2,11,4,24,0,2,19.5031602,92.34676218
4,3.0,2466.0,0,5,3,14,0,2,18.79460297,89.71977223
1,3.0,1410.0,2,12,3,12,1,1,10.36370808,59.40484034
3,3.0,2566.0,2,9,1,22,0,0,20.92593298,82.60005165
3,3.0,701.0,2,17,4,12,1,2,14.05362617,50.48181088
4,3.0,626.0,2,8,3,11,1,0,12.40864715,57.40447185
1,3.0,1930.0,2,8,4,13,1,0,20.72452633,71.54732656
4,3.0,1635.0,2,12,3,8,0,0,3.355358163,72.63895955
1,2.0,755.0,0,19,4,9,1,0,6.373596649,40.32522708
4,2.0,1100.0,1,10,5,26,0,0,11.65925523,65.54598612
2,3.0,2934.0,2,2,2,4,1,1,3.050393824,91.30109321
2,2.0,2670.0,0,8,1,20,1,1,24.90091822,73.13058139
5,2.0,2183.0,1,14,2,4,1,2,8.524744019,85.87608022
4,3.0,1986.0,0,19,3,20,1,0,23.74586926,87.02263847
3,3.0,1614.0,1,4,3,29,0,0,12.38683863,73.76747539
5,2.0,2947.0,1,9,5,19,1,2,23.1884454,120.546177
2,3.0,1445.0,1,13,3,5,0,0,11.55963826,59.26363382
4,3.0,2045.0,0,9,4,11,1,2,20.5533908,96.60122532
5,3.0,,1,13,2,16,1,1,19.02636656,88.97784422
4,3.0,764.0,2,16,3,15,0,0,23.72548677,59.01524137
2,2.0,1467.0,2,1,5,17,1,0,16.29883697,64.08591717
5,1.0,918.0,1,8,1,24,1,0,6.450040922,59.49742297
2,2.0,2026.0,1,9,2,21,1,0,14.00563895,67.19470999
1,1.0,,2,13,5,5,0,0,4.500993262,87.74310217
2,1.0,1744.0,0,17,5,9,0,1,9.03688167,62.90808733
4,1.0,2633.0,0,9,2,19,0,0,19.9405105,81.94914463
3,2.0,2045.0,2,7,5,20,1,0,1.335230219,87.92301088
2,2.0,1381.0,0,10,1,8,1,2,15.90073992,62.65166032
3,2.0,2795.0,0,5,1,1,0,1,17.63167214,84.22130298
1,2.0,2436.0,1,17,3,2,1,0,22.59498058,86.06150315
5,2.0,1321.0,0,2,4,9,0,0,19.15518429,67.16931044
5,1.0,1356.0,2,9,3,7,0,1,10.66774026,62.64724031
3,2.0,760.0,0,2,4,8,1,2,19.37387211,55.0730478
5,1.0,1710.0,1,10,2,27,0,1,16.01148998,66.6365863
2,2.0,581.0,2,12,5,20,1,1,15.08202023,54.83585421
3,2.0,1874.0,2,2,3,18,1,2,2.769826308,72.6996852
4,3.0,2544.0,2,15,5,0,0,1,13.95237768,95.06048437
2,1.0,962.0,1,3,3,27,0,2,21.81032584,35.22597842
2,2.0,713.0,2,2,3,1,0,2,11.48442266,41.21170036
2,2.0,2468.0,1,7,1,19,1,0,17.89979217,81.99628587
4,2.0,802.0,1,9,4,3,0,0,22.68970916,58.90088032
1,3.0,1547.0,0,11,2,15,1,1,13.82005602,70.15581109
5,1.0,1012.0,2,16,5,20,0,0,3.114985666,69.7225894
3,2.0,2276.0,0,7,3,24,0,2,2.301979588,83.20789452
1,2.0,2013.0,0,13,5,29,0,2,20.14490117,77.87889071
3,2.0,1092.0,1,3,1,11,0,1,1.784875228,51.04192384
5,3.0,2134.0,0,11,2,1,1,1,24.97401956,85.82041373
4,2.0,2125.0,0,3,4,14,1,0,4.060213298,91.58731925
2,1.0,1239.0,0,15,4,17,0,1,19.60331045,53.39205919
2,1.0,2550.0,2,8,3,15,0,1,21.8251988,73.10287901
4,1.0,2780.0,0,7,2,20,0,1,8.354285725,81.91104351
1,1.0,2210.0,1,5,4,11,0,2,13.99895692,68.5180106
1,2.0,1152.0,2,6,2,17,0,0,23.85701114,41.01524428
3,3.0,2581.0,1,19,5,13,0,2,23.92371766,91.83234213
4,3.0,2872.0,2,3,1,25,0,2,23.32268642,102.9113488
1,3.0,1858.0,2,11,2,20,0,1,7.597760499,
4,2.0,1336.0,2,6,2,11,0,2,2.429039919,53.51052007
5,3.0,1741.0,1,14,4,4,0,0,3.466960448,96.78611088
2,1.0,2093.0,0,17,3,22,1,0,4.405039701,72.30700985
2,2.0,904.0,2,3,3,3,0,0,17.12027586,48.98813158
2,3.0,2637.0,1,4,5,17,0,2,20.25849553,94.95501569
4,1.0,2369.0,2,9,4,23,0,2,2.207817281,89.78678251
4,1.0,451.0,0,13,4,29,0,2,22.36972724,49.6947857
3,2.0,1869.0,2,6,1,16,1,0,18.93528885,66.06644517
2,2.0,1805.0,1,10,3,15,1,0,13.72685863,72.32228688
3,3.0,2821.0,2,13,4,9,1,0,24.75904766,106.9001568
2,3.0,2399.0,1,14,5,16,1,2,7.364467508,97.24971943
3,3.0,2822.0,0,12,1,11,1,0,6.23218804,87.36850234
3,2.0,788.0,0,13,3,11,1,0,9.035268527,57.82826436
5,3.0,2072.0,2,10,3,26,1,1,13.63649754,98.1198115
3,3.0,1073.0,0,7,3,27,0,2,10.28409354,53.68112343
4,1.0,2289.0,1,5,1,22,0,2,20.90802636,76.20727765
3,1.0,1902.0,2,12,5,3,1,0,22.46777033,77.05155576
2,1.0,2851.0,1,2,5,2,0,1,24.20002419,83.08060507
3,3.0,992.0,2,8,4,0,0,1,20.6380275,54.52873393
1,2.0,2952.0,1,8,4,11,1,0,15.5946989,88.80427623
2,1.0,482.0,2,19,3,28,1,1,15.72676477,42.65221497
1,2.0,2766.0,1,5,2,7,0,0,5.475794413,62.46380468
2,3.0,813.0,1,8,4,7,1,2,7.317094223,50.33627611
4,3.0,2900.0,2,10,5,11,1,1,24.93422686,108.597619
4,1.0,597.0,1,13,3,3,0,1,7.271161455,50.89994221
4,2.0,2706.0,0,9,5,15,1,1,12.20496492,102.7744094
1,1.0,2112.0,1,7,3,1,1,0,10.24744163,72.60638536
5,3.0,,2,19,1,3,1,2,17.51820283,98.83108593
2,2.0,1703.0,0,11,4,22,0,1,9.051920111,56.38621271
4,1.0,699.0,0,8,1,3,0,2,17.39079902,33.87204997
2,3.0,528.0,1,16,4,28,1,2,24.05924712,47.71775464
1,1.0,2945.0,1,10,5,10,1,1,7.057280169,80.77281848
5,2.0,2306.0,1,6,5,26,0,2,9.896250428,94.61280816
1,2.0,2885.0,0,10,2,2,1,0,9.212203151,92.24316888
2,2.0,2115.0,0,10,5,9,0,0,8.208574624,68.64116733
5,2.0,606.0,0,19,3,11,0,0,7.486836832,58.10860041
5,2.0,2424.0,2,4,2,16,0,2,16.12102435,94.77617747
1,1.0,693.0,2,19,3,8,0,0,14.15463769,29.86872217
4,1.0,2363.0,1,3,2,20,0,1,13.20799977,75.90033355
2,1.0,2273.0,2,17,3,1,0,2,20.21409953,62.10954749
3,1.0,2406.0,2,14,2,21,0,0,4.516725269,66.36681559
3,3.0,2476.0,1,10,4,17,0,0,5.073408205,89.48866246
1,3.0,2626.0,1,6,4,11,0,0,13.31346556,92.99503313
2,1.0,2488.0,0,16,2,5,1,0,9.48945169,72.93147515
2,3.0,1615.0,0,9,1,24,1,1,5.170933673,66.45147772
1,3.0,,1,12,2,17,0,0,17.57518389,74.2111833
2,2.0,2172.0,1,12,1,12,1,1,12.90580084,67.24302602
4,1.0,1025.0,2,14,3,14,1,2,5.853717583,54.28226721
1,3.0,677.0,2,2,2,0,0,1,7.345726881,32.86624837
4,3.0,928.0,2,10,1,22,0,0,18.35326384,54.14116203
2,1.0,2533.0,1,4,2,7,0,0,8.859357333,62.17890803
1,2.0,2324.0,1,6,4,17,1,2,5.908443774,76.81870532
2,1.0,2764.0,0,13,4,19,0,1,24.17442542,70.70738607
1,2.0,2280.0,2,14,2,23,0,0,3.113072502,62.19617188
2,3.0,2325.0,0,4,2,11,1,1,4.525936813,74.29423205
4,2.0,1092.0,1,10,5,29,1,0,18.21468515,77.88263421
4,2.0,1760.0,2,10,4,19,1,2,11.21707084,82.12858801
2,1.0,1262.0,0,5,3,11,0,1,19.07035129,47.22685231
1,3.0,2762.0,1,4,2,24,1,0,14.26667357,77.32228806
3,1.0,624.0,0,12,5,0,0,2,1.965171833,46.2768677
4,1.0,2317.0,2,14,2,9,1,0,17.41955047,80.90726129
4,3.0,2367.0,0,7,4,28,1,0,20.33832075,98.51927578
3,1.0,2356.0,0,2,1,22,1,2,14.26419689,73.97866698
2,1.0,2239.0,1,14,1,18,1,1,8.381423028,63.86877559
1,2.0,467.0,2,10,4,26,0,1,1.372524296,34.21539432
2,1.0,2042.0,0,16,3,27,1,2,22.76037817,62.45650482
5,3.0,1420.0,1,3,5,25,0,2,17.96751359,66.50852146
4,1.0,1500.0,2,8,2,26,0,2,2.07512513,55.28029541
5,2.0,1962.0,1,17,2,26,0,2,21.17420359,71.0905996
4,1.0,1924.0,2,4,2,18,0,1,2.273467635,74.26951237
4,1.0,1870.0,1,19,5,10,0,2,18.07542681,82.747954
5,1.0,2115.0,1,15,5,22,0,2,17.6576125,89.84806693
5,2.0,1982.0,1,10,4,21,1,1,22.98755467,90.00236269
2,3.0,1782.0,0,10,5,2,0,0,4.970312648,67.56367313
5,3.0,1700.0,0,12,2,29,1,0,14.61451,82.81088652
2,2.0,1736.0,1,9,2,13,1,1,14.0728928,59.85573802
2,2.0,1642.0,2,15,5,17,0,1,1.839501242,61.87279714
2,1.0,2105.0,1,18,5,26,1,1,16.31938644,73.05274167
4,3.0,2301.0,0,1,4,26,0,1,7.096704333,94.14265425
4,2.0,2367.0,2,3,1,5,1,2,8.979797608,82.77374077
5,3.0,2647.0,0,8,5,25,0,2,6.792494135,91.89577755
4,1.0,2779.0,1,7,1,22,0,1,2.342156659,78.24414686
5,2.0,2994.0,0,15,3,8,1,0,4.999075205,107.163523
4,,2079.0,0,8,1,24,0,0,5.975393247,77.16367277
1,3.0,1715.0,0,15,5,8,0,1,14.85581356,58.59082174
1,1.0,2513.0,1,5,2,26,1,1,4.238950645,74.38521857
5,2.0,1130.0,0,12,2,25,0,0,23.09713348,66.57351433
4,3.0,967.0,1,12,5,16,1,0,6.562877823,74.3694435
4,1.0,2851.0,1,9,4,3,0,2,16.64187189,93.20902467
2,3.0,2148.0,0,9,5,3,1,0,4.781954397,88.60560701
3,1.0,2029.0,2,15,5,25,0,0,20.08318474,76.46365036
5,3.0,995.0,0,15,4,23,1,0,2.716305358,70.02736611
3,3.0,1047.0,0,12,4,18,0,0,18.70223964,64.77188278
3,1.0,2593.0,0,5,3,15,0,2,10.43597046,85.31324568
5,2.0,1953.0,2,1,3,29,0,2,12.17246331,72.28389869
4,1.0,524.0,2,19,3,16,1,2,9.791660284,42.01021865
5,2.0,1937.0,1,11,4,2,0,0,10.64913874,84.88122477
3,3.0,1755.0,2,18,1,21,0,2,1.127804948,66.61312549
4,3.0,879.0,2,6,5,6,1,1,1.627584284,75.064294
1,1.0,1401.0,0,17,3,24,1,2,20.05446955,56.64305013
5,1.0,1111.0,1,14,1,4,0,0,6.1236404,56.82870119
5,2.0,2370.0,1,12,5,20,1,0,15.57513687,101.0894086
4,2.0,,2,5,1,2,0,1,16.67980999,62.66418161
1,2.0,2217.0,2,7,2,11,1,2,17.75154855,73.8078573
1,1.0,1214.0,0,16,2,18,1,1,15.3362009,48.69167979
4,3.0,455.0,2,9,5,8,1,0,16.09088372,66.66451496
2,1.0,2054.0,2,15,1,2,0,2,14.95611329,51.63613071
5,3.0,531.0,1,4,1,2,0,2,23.2762879,56.31973194
5,1.0,630.0,2,7,4,15,0,2,16.95004516,58.98782944
3,1.0,794.0,0,14,3,24,0,1,9.470439087,39.12051302
4,2.0,1381.0,1,4,5,19,1,0,9.559273174,77.59853116
3,3.0,1332.0,1,4,1,12,0,2,2.91056241,58.8525148
3,1.0,1929.0,2,14,3,5,0,1,24.80284668,71.29053304
1,1.0,1809.0,0,7,5,0,0,1,22.3783749,59.31018246
5,3.0,932.0,1,15,1,10,1,2,2.033653587,63.25787924
3,1.0,1364.0,0,12,2,17,1,1,21.68269486,58.12816939
1,3.0,2895.0,0,14,1,26,0,0,4.322179321,73.20608173
4,2.0,2573.0,2,13,2,29,1,2,6.737174633,91.56151097
3,2.0,954.0,0,19,2,2,1,1,17.33885334,56.76543019
5,3.0,2936.0,1,12,4,17,1,1,18.52514706,116.938835
3,2.0,2893.0,2,16,4,29,1,2,13.13799372,97.47651565
4,3.0,1893.0,1,16,3,10,1,1,24.22584471,88.17057471
3,1.0,2955.0,0,1,5,25,0,0,12.75075955,93.97291783
5,1.0,2904.0,0,15,3,14,1,1,7.200646766,102.1731421
1,3.0,784.0,2,5,4,2,1,0,1.217437417,60.45751842
5,1.0,1111.0,2,6,3,11,1,2,21.81521916,67.58659101
1,2.0,1871.0,1,17,5,29,0,2,10.48742929,64.77026945
2,1.0,2899.0,1,11,5,20,1,1,19.78090372,93.69620793
5,1.0,1053.0,0,4,1,11,1,0,19.57249004,59.12505664
5,3.0,1542.0,2,18,3,16,1,1,2.045601266,81.80529834
4,2.0,1516.0,0,14,4,0,1,0,20.71777487,79.88885272
3,1.0,2968.0,0,9,1,10,0,2,7.939547414,81.84977642
1,1.0,2008.0,1,3,3,22,0,2,21.18954015,63.45128984
1,3.0,937.0,1,3,5,24,0,2,12.81212643,50.07537268
4,3.0,1856.0,1,11,4,14,0,2,15.19818276,89.57939961
4,2.0,2297.0,2,5,3,8,1,0,3.432893831,88.89286869
3,1.0,2592.0,1,4,5,6,0,0,10.1029353,86.06809254
3,3.0,1491.0,2,12,5,10,0,1,24.30146162,69.23252391
5,3.0,1099.0,0,12,3,26,0,1,23.22137123,69.75292178
2,3.0,2301.0,2,4,3,28,1,1,24.86083195,93.15988944
3,2.0,2578.0,1,3,4,17,0,1,13.24517534,86.8332921
4,3.0,1132.0,2,2,1,26,1,1,20.63858172,67.75856331
3,2.0,1704.0,2,4,5,22,1,1,11.92117707,77.17110253
1,,2212.0,1,4,1,28,1,2,23.59363108,53.89524948
2,1.0,2075.0,1,7,1,27,0,0,24.66377201,66.68695185
5,1.0,912.0,0,2,5,24,0,1,22.06702878,64.8428963
1,2.0,400.0,2,11,3,6,0,0,15.90791835,42.97732687
1,1.0,2365.0,0,5,5,17,0,2,24.73489446,71.94222679
2,1.0,831.0,0,13,1,14,1,0,24.60982526,38.72535735
5,3.0,2838.0,2,4,4,15,0,2,12.40189761,105.6849122
4,1.0,1689.0,0,9,5,14,0,0,8.290513924,76.31768381
5,2.0,798.0,2,7,4,22,0,2,5.498097871,60.07543804
3,1.0,1207.0,0,13,3,29,1,2,17.24829799,55.95087467
1,3.0,1679.0,0,10,3,3,1,2,1.835143607,61.86946174
3,2.0,2842.0,2,7,4,23,1,2,19.33186788,98.02708882
4,1.0,1351.0,1,18,4,2,1,1,2.231690456,73.6410248
3,2.0,2621.0,2,18,5,27,0,1,7.368926637,92.09837218
5,1.0,1468.0,1,2,3,13,1,2,12.9519349,74.24816663
3,3.0,1254.0,2,1,4,20,1,0,3.338390351,69.56100838
4,1.0,2986.0,2,13,2,2,0,0,1.871144063,84.63352207
4,,1144.0,1,2,5,22,0,1,12.51525658,68.08184768
4,2.0,2497.0,1,4,5,15,0,0,22.28214967,89.89695499
5,2.0,642.0,2,9,2,14,1,2,10.79954621,58.8687148
4,1.0,1563.0,2,8,3,18,1,2,5.80670426,76.44336193
1,1.0,2019.0,2,18,4,9,0,0,10.80041635,60.29180486
4,1.0,675.0,1,16,4,20,1,1,18.34322744,50.70743502
3,3.0,407.0,2,4,3,16,0,1,1.992703326,47.27948185
3,3.0,1114.0,1,4,2,3,0,0,1.737890773,58.15093367
3,3.0,2358.0,0,18,2,21,1,1,12.10676705,81.69855305
5,2.0,,1,2,2,17,0,0,17.24066162,84.18488697
3,2.0,1209.0,0,11,5,21,0,0,15.730172,64.23124325
5,2.0,1872.0,2,4,4,9,1,1,16.30771055,93.94989535
5,2.0,1327.0,2,14,1,22,1,0,4.977230133,71.91738903
4,2.0,1261.0,1,17,5,15,1,1,13.92964739,71.6958128
1,1.0,436.0,0,8,5,23,1,2,10.07014564,45.84080807
4,2.0,2481.0,2,1,4,2,0,2,3.65188887,87.50908886
4,1.0,854.0,2,19,3,11,1,1,4.07350391,62.09817416
5,3.0,843.0,0,19,4,25,1,0,16.48824196,78.1307731
5,3.0,611.0,2,7,3,26,0,2,23.97329529,61.73010077
3,3.0,2129.0,2,1,4,18,0,0,3.551193913,77.88093153
3,3.0,1381.0,1,1,5,20,0,2,12.87737039,75.79521797
4,3.0,2808.0,2,10,2,2,0,1,6.950234266,103.9019015
2,2.0,2751.0,0,13,5,8,1,0,7.758597552,100.0744955
2,2.0,695.0,2,5,5,6,1,1,6.3869024,47.70712996
3,2.0,551.0,1,12,1,15,1,0,14.09659552,37.01272642
2,3.0,2369.0,2,3,5,20,0,2,2.361111448,86.61698854
3,3.0,1619.0,0,19,5,20,0,1,18.81993738,68.51091618
5,1.0,,2,4,5,0,0,2,15.56151888,65.05599278
4,2.0,1722.0,0,15,1,24,0,0,10.23594356,65.37270664
1,3.0,1952.0,1,13,3,29,0,0,6.228406521,61.0774075
4,3.0,1911.0,2,11,1,14,1,1,13.87166371,83.73992946
3,3.0,2658.0,2,2,2,1,1,2,23.92366639,87.54167097
3,1.0,631.0,1,9,3,15,0,1,17.99454744,44.38619111
4,3.0,766.0,0,12,1,6,0,2,7.704535307,49.69856114
3,1.0,880.0,0,4,2,13,1,2,18.83002816,48.84346906
2,1.0,971.0,2,19,2,22,1,0,13.09698168,44.93305908
2,2.0,1602.0,0,10,4,1,1,0,2.15242334,67.67188253
3,3.0,1907.0,0,11,4,23,0,1,15.82086666,85.03500591
3,1.0,2012.0,2,7,5,29,0,0,6.613471603,63.73250045
2,3.0,1970.0,0,13,3,23,0,0,10.83181268,77.42176979
3,2.0,1329.0,0,9,1,24,1,1,12.48322228,48.41560551
3,2.0,1439.0,2,12,5,17,1,1,20.18338909,78.36184393
4,1.0,2913.0,2,2,3,0,1,1,14.92164216,96.69940422
1,2.0,1825.0,0,1,4,15,0,2,9.162313955,64.21488587
2,2.0,2741.0,2,7,1,8,1,2,16.77396636,81.02784617
4,2.0,570.0,0,1,2,29,0,2,5.610281905,45.02720453
1,3.0,1455.0,0,16,2,2,0,1,20.74702493,52.54872876
3,3.0,2710.0,0,4,5,25,0,0,5.834326976,97.27683422
3,1.0,1638.0,0,8,5,12,0,2,14.40476389,63.10475438
4,1.0,2406.0,2,17,1,28,1,0,5.923075453,74.7819044
3,2.0,588.0,2,19,2,1,0,2,8.813512648,27.5366772
5,2.0,1185.0,1,4,5,25,1,0,11.13972325,77.53279691
4,1.0,982.0,2,4,2,17,0,2,9.818068895,61.70454413
1,2.0,2231.0,1,8,4,1,1,0,23.41279711,67.23964205
4,1.0,999.0,0,10,5,7,1,2,6.363777916,73.42097757
2,3.0,1245.0,2,16,3,2,0,2,5.323596064,57.12845288
4,2.0,2429.0,0,19,5,16,0,2,13.42087218,91.4454589
3,2.0,1605.0,1,1,4,23,0,1,23.77398383,70.61312902
3,2.0,2789.0,2,5,1,1,1,2,13.07989135,86.41647
5,3.0,1353.0,2,2,2,5,1,0,24.02498745,72.72674507
5,3.0,2469.0,2,16,1,7,0,0,5.568529691,81.70533005
5,2.0,1497.0,2,13,5,25,0,2,1.246153113,77.92357535
1,1.0,,0,6,3,24,1,0,8.270684913,63.54742593
5,3.0,2270.0,2,4,1,16,0,2,16.31676432,83.66390448
